fb_a	fb_b	symbol_a	symbol_b	interaction
FBgn0019936	FBgn0039857	RpS20	RpL6	physical
FBgn0002579	FBgn0019936	RpL36	RpS20	physical
FBgn0033699	FBgn0039857	RpS11	RpL6	physical
FBgn0005533	FBgn0261597	RpS17	RpS26	physical
FBgn0038834	FBgn0061471	RpS30	5.8SrRNA	physical
FBgn0000163	FBgn0000499	baz	dsh	physical
FBgn0011284	FBgn0261599	RpS4	RpS29	physical
FBgn0261608	FBgn0285948	RpL37A	RpL27A	physical
FBgn0000002	FBgn0010078	5SrRNA	RpL23	physical
FBgn0015521	FBgn0020618	RpS21	Rack1	physical
FBgn0023170	FBgn0285948	RpL39	RpL27A	physical
FBgn0017545	FBgn0261597	RpS3A	RpS26	physical
FBgn0010411	FBgn0015288	RpS18	RpL22	physical
FBgn0038834	FBgn0065042	RpS30	2SrRNA	physical
FBgn0033912	FBgn0261602	RpS23	RpL8	physical
FBgn0010408	FBgn0038834	RpS9	RpS30	physical
FBgn0013325	FBgn0037328	RpL11	RpL35A	physical
FBgn0020496	FBgn0028979	CtBP	tio	physical
FBgn0020496	FBgn0028979	CtBP	tio	physical
FBgn0038834	FBgn0039300	RpS30	RpS27	physical
FBgn0026372	FBgn0032987	RpL23A	RpL21	physical
FBgn0000559	FBgn0023170	eEF2	RpL39	physical
FBgn0033699	FBgn0039300	RpS11	RpS27	physical
FBgn0086710	FBgn0285949	RpL30	RpL31	physical
FBgn0002622	FBgn0033699	RpS3	RpS11	physical
FBgn0003687	FBgn0040305	Tbp	MTF-1	physical
FBgn0039713	FBgn0261599	RpS8	RpS29	physical
FBgn0031980	FBgn0261592	RpL36A	RpS6	physical
FBgn0026372	FBgn0261592	RpL23A	RpS6	physical
FBgn0013325	FBgn0039406	RpL11	RpL34a	physical
FBgn0030136	FBgn0061471	RpS28b	5.8SrRNA	physical
FBgn0003517	FBgn0017579	sta	RpL14	physical
FBgn0033367	FBgn0039044	PPO2	p53	physical
FBgn0013325	FBgn0015521	RpL11	RpS21	physical
FBgn0030616	FBgn0061471	RpL37-1	5.8SrRNA	physical
FBgn0036213	FBgn0040007	RpL10Ab	RpL38	physical
FBgn0031980	FBgn0065042	RpL36A	2SrRNA	physical
FBgn0029785	FBgn0285948	RpL35	RpL27A	physical
FBgn0020618	FBgn0039857	Rack1	RpL6	physical
FBgn0016726	FBgn0261602	RpL29	RpL8	physical
FBgn0002579	FBgn0032518	RpL36	RpL24	physical
FBgn0024733	FBgn0032987	RpL10	RpL21	physical
FBgn0024733	FBgn0034968	RpL10	RpL12	physical
FBgn0002622	FBgn0035422	RpS3	RpL28	physical
FBgn0003279	FBgn0028697	RpL4	RpL15	physical
FBgn0005198	FBgn0016131	gig	Cdk4	physical
FBgn0003279	FBgn0015288	RpL4	RpL22	physical
FBgn0010198	FBgn0039857	RpS15Aa	RpL6	physical
FBgn0016726	FBgn0261597	RpL29	RpS26	physical
FBgn0027497	FBgn0259176	Madm	bun	physical
FBgn0027497	FBgn0259176	Madm	bun	physical
FBgn0027497	FBgn0259176	Madm	bun	physical
FBgn0016726	FBgn0035753	RpL29	RpL18	physical
FBgn0010078	FBgn0010411	RpL23	RpS18	physical
FBgn0021776	FBgn0021776	mira	mira	physical
FBgn0021776	FBgn0021776	mira	mira	physical
FBgn0021776	FBgn0021776	mira	mira	physical
FBgn0021776	FBgn0021776	mira	mira	physical
FBgn0002579	FBgn0010078	RpL36	RpL23	physical
FBgn0010078	FBgn0036825	RpL23	RpL26	physical
FBgn0002590	FBgn0261608	RpS5a	RpL37A	physical
FBgn0003517	FBgn0005533	sta	RpS17	physical
FBgn0003941	FBgn0039359	RpL40	RpL27	physical
FBgn0004867	FBgn0261608	RpS2	RpL37A	physical
FBgn0261068	FBgn0266053	LSm7	Patr-1	physical
FBgn0040007	FBgn0261602	RpL38	RpL8	physical
FBgn0023076	FBgn0038862	Clk	Usp8	physical
FBgn0023076	FBgn0038862	Clk	Usp8	physical
FBgn0010412	FBgn0017579	RpS19a	RpL14	physical
FBgn0266668	FBgn0266669	Exo84	Sec3	physical
FBgn0039713	FBgn0064225	RpS8	RpL5	physical
FBgn0005533	FBgn0010408	RpS17	RpS9	physical
FBgn0014026	FBgn0035753	RpL7A	RpL18	physical
FBgn0035753	FBgn0036825	RpL18	RpL26	physical
FBgn0032987	FBgn0261597	RpL21	RpS26	physical
FBgn0011648	FBgn0026252	Mad	msk	physical
FBgn0011648	FBgn0026252	Mad	msk	physical
FBgn0016726	FBgn0032987	RpL29	RpL21	physical
FBgn0004867	FBgn0013325	RpS2	RpL11	physical
FBgn0061471	FBgn0285948	5.8SrRNA	RpL27A	physical
FBgn0039757	FBgn0039857	RpS7	RpL6	physical
FBgn0036213	FBgn0261596	RpL10Ab	RpS24	physical
FBgn0010078	FBgn0015521	RpL23	RpS21	physical
FBgn0036007	FBgn0264307	path	orb2	physical
FBgn0015288	FBgn0032518	RpL22	RpL24	physical
FBgn0036825	FBgn0261596	RpL26	RpS24	physical
FBgn0016726	FBgn0036213	RpL29	RpL10Ab	physical
FBgn0015521	FBgn0030136	RpS21	RpS28b	physical
FBgn0000100	FBgn0261602	RpLP0	RpL8	physical
FBgn0011272	FBgn0061471	RpL13	5.8SrRNA	physical
FBgn0015288	FBgn0023170	RpL22	RpL39	physical
FBgn0032987	FBgn0261592	RpL21	RpS6	physical
FBgn0003517	FBgn0030136	sta	RpS28b	physical
FBgn0013325	FBgn0023170	RpL11	RpL39	physical
FBgn0010198	FBgn0261599	RpS15Aa	RpS29	physical
FBgn0003274	FBgn0020618	RpLP2	Rack1	physical
FBgn0002622	FBgn0010078	RpS3	RpL23	physical
FBgn0039857	FBgn0065042	RpL6	2SrRNA	physical
FBgn0033912	FBgn0039713	RpS23	RpS8	physical
FBgn0017579	FBgn0037328	RpL14	RpL35A	physical
FBgn0017579	FBgn0035753	RpL14	RpL18	physical
FBgn0066084	FBgn0261608	RpL41	RpL37A	physical
FBgn0002413	FBgn0023076	dco	Clk	physical
FBgn0002413	FBgn0023076	dco	Clk	physical
FBgn0016726	FBgn0066084	RpL29	RpL41	physical
FBgn0004404	FBgn0046214	RpS14b	vig2	physical
FBgn0005533	FBgn0030616	RpS17	RpL37-1	physical
FBgn0029785	FBgn0030616	RpL35	RpL37-1	physical
FBgn0035753	FBgn0261608	RpL18	RpL37A	physical
FBgn0034743	FBgn0261596	RpS16	RpS24	physical
FBgn0039857	FBgn0285950	RpL6	RpL19	physical
FBgn0011272	FBgn0026372	RpL13	RpL23A	physical
FBgn0003517	FBgn0020618	sta	Rack1	physical
FBgn0014026	FBgn0039359	RpL7A	RpL27	physical
FBgn0002579	FBgn0003942	RpL36	RpS27A	physical
FBgn0003941	FBgn0030616	RpL40	RpL37-1	physical
FBgn0002590	FBgn0010265	RpS5a	RpS13	physical
FBgn0002579	FBgn0046214	RpL36	vig2	physical
FBgn0002590	FBgn0002626	RpS5a	RpL32	physical
FBgn0020910	FBgn0046214	RpL3	vig2	physical
FBgn0015288	FBgn0038834	RpL22	RpS30	physical
FBgn0015288	FBgn0027494	RpL22	RpS10a	physical
FBgn0034968	FBgn0039359	RpL12	RpL27	physical
FBgn0003517	FBgn0035422	sta	RpL28	physical
FBgn0035976	FBgn0035977	PGRP-LC	PGRP-LF	physical
FBgn0015521	FBgn0039757	RpS21	RpS7	physical
FBgn0027494	FBgn0029785	RpS10a	RpL35	physical
FBgn0034968	FBgn0261608	RpL12	RpL37A	physical
FBgn0014026	FBgn0086472	RpL7A	RpS25	physical
FBgn0003942	FBgn0261592	RpS27A	RpS6	physical
FBgn0002590	FBgn0030616	RpS5a	RpL37-1	physical
FBgn0004403	FBgn0015756	RpS14a	RpL9	physical
FBgn0017579	FBgn0066084	RpL14	RpL41	physical
FBgn0002622	FBgn0031980	RpS3	RpL36A	physical
FBgn0011284	FBgn0039857	RpS4	RpL6	physical
FBgn0002593	FBgn0065042	RpLP1	2SrRNA	physical
FBgn0011272	FBgn0039757	RpL13	RpS7	physical
FBgn0020618	FBgn0261608	Rack1	RpL37A	physical
FBgn0003870	FBgn0262450	ttk	mir-312	physical
FBgn0003870	FBgn0262450	ttk	mir-312	physical
FBgn0003870	FBgn0262450	ttk	mir-312	physical
FBgn0031980	FBgn0061471	RpL36A	5.8SrRNA	physical
FBgn0039406	FBgn0261592	RpL34a	RpS6	physical
FBgn0010408	FBgn0033699	RpS9	RpS11	physical
FBgn0003279	FBgn0023170	RpL4	RpL39	physical
FBgn0013325	FBgn0039359	RpL11	RpL27	physical
FBgn0003942	FBgn0010411	RpS27A	RpS18	physical
FBgn0002622	FBgn0061475	RpS3	18SrRNA	physical
FBgn0034743	FBgn0039713	RpS16	RpS8	physical
FBgn0002622	FBgn0015756	RpS3	RpL9	physical
FBgn0019936	FBgn0034968	RpS20	RpL12	physical
FBgn0002622	FBgn0261608	RpS3	RpL37A	physical
FBgn0010412	FBgn0033912	RpS19a	RpS23	physical
FBgn0011284	FBgn0032987	RpS4	RpL21	physical
FBgn0000559	FBgn0040007	eEF2	RpL38	physical
FBgn0028697	FBgn0032987	RpL15	RpL21	physical
FBgn0026372	FBgn0086472	RpL23A	RpS25	physical
FBgn0037351	FBgn0285948	RpL13A	RpL27A	physical
FBgn0261599	FBgn0261602	RpS29	RpL8	physical
FBgn0005593	FBgn0015288	RpL7	RpL22	physical
FBgn0029897	FBgn0261608	RpL17	RpL37A	physical
FBgn0010409	FBgn0037351	RpL18A	RpL13A	physical
FBgn0004403	FBgn0034968	RpS14a	RpL12	physical
FBgn0003517	FBgn0010409	sta	RpL18A	physical
FBgn0015288	FBgn0261596	RpL22	RpS24	physical
FBgn0034743	FBgn0261592	RpS16	RpS6	physical
FBgn0003517	FBgn0033699	sta	RpS11	physical
FBgn0014026	FBgn0061475	RpL7A	18SrRNA	physical
FBgn0011648	FBgn0033748	Mad	vis	physical
FBgn0011648	FBgn0033748	Mad	vis	physical
FBgn0014026	FBgn0017579	RpL7A	RpL14	physical
FBgn0003274	FBgn0010408	RpLP2	RpS9	physical
FBgn0002593	FBgn0086710	RpLP1	RpL30	physical
FBgn0039857	FBgn0061474	RpL6	28SrRNA	physical
FBgn0010198	FBgn0010408	RpS15Aa	RpS9	physical
FBgn0015521	FBgn0066084	RpS21	RpL41	physical
FBgn0034138	FBgn0061474	RpS15	28SrRNA	physical
FBgn0002590	FBgn0030136	RpS5a	RpS28b	physical
FBgn0010411	FBgn0034743	RpS18	RpS16	physical
FBgn0039857	FBgn0064225	RpL6	RpL5	physical
FBgn0003942	FBgn0285950	RpS27A	RpL19	physical
FBgn0004867	FBgn0031980	RpS2	RpL36A	physical
FBgn0036825	FBgn0061475	RpL26	18SrRNA	physical
FBgn0035422	FBgn0061474	RpL28	28SrRNA	physical
FBgn0004837	FBgn0031759	Su(H)	Kdm5	physical
FBgn0004837	FBgn0031759	Su(H)	Kdm5	physical
FBgn0004837	FBgn0031759	Su(H)	Kdm5	physical
FBgn0035753	FBgn0039757	RpL18	RpS7	physical
FBgn0039406	FBgn0261599	RpL34a	RpS29	physical
FBgn0004404	FBgn0039713	RpS14b	RpS8	physical
FBgn0285948	FBgn0285949	RpL27A	RpL31	physical
FBgn0027494	FBgn0261596	RpS10a	RpS24	physical
FBgn0033699	FBgn0034968	RpS11	RpL12	physical
FBgn0010198	FBgn0029897	RpS15Aa	RpL17	physical
FBgn0034138	FBgn0065042	RpS15	2SrRNA	physical
FBgn0014026	FBgn0039757	RpL7A	RpS7	physical
FBgn0004882	FBgn0264307	orb	orb2	physical
FBgn0039300	FBgn0285948	RpS27	RpL27A	physical
FBgn0034968	FBgn0061471	RpL12	5.8SrRNA	physical
FBgn0024733	FBgn0037328	RpL10	RpL35A	physical
FBgn0011272	FBgn0086710	RpL13	RpL30	physical
FBgn0003941	FBgn0005533	RpL40	RpS17	physical
FBgn0010411	FBgn0037328	RpS18	RpL35A	physical
FBgn0046214	FBgn0285949	vig2	RpL31	physical
FBgn0028697	FBgn0261608	RpL15	RpL37A	physical
FBgn0015288	FBgn0029785	RpL22	RpL35	physical
FBgn0064225	FBgn0086472	RpL5	RpS25	physical
FBgn0004403	FBgn0010411	RpS14a	RpS18	physical
FBgn0002579	FBgn0285949	RpL36	RpL31	physical
FBgn0015288	FBgn0017545	RpL22	RpS3A	physical
FBgn0027494	FBgn0028697	RpS10a	RpL15	physical
FBgn0011272	FBgn0029785	RpL13	RpL35	physical
FBgn0024733	FBgn0285948	RpL10	RpL27A	physical
FBgn0086472	FBgn0086710	RpS25	RpL30	physical
FBgn0002590	FBgn0029785	RpS5a	RpL35	physical
FBgn0010411	FBgn0036213	RpS18	RpL10Ab	physical
FBgn0046214	FBgn0261599	vig2	RpS29	physical
FBgn0030136	FBgn0031980	RpS28b	RpL36A	physical
FBgn0010408	FBgn0261596	RpS9	RpS24	physical
FBgn0086710	FBgn0261592	RpL30	RpS6	physical
FBgn0038225	FBgn0264307	soti	orb2	physical
FBgn0033699	FBgn0061471	RpS11	5.8SrRNA	physical
FBgn0034743	FBgn0285949	RpS16	RpL31	physical
FBgn0000559	FBgn0030136	eEF2	RpS28b	physical
FBgn0000100	FBgn0028697	RpLP0	RpL15	physical
FBgn0010078	FBgn0285949	RpL23	RpL31	physical
FBgn0037328	FBgn0261596	RpL35A	RpS24	physical
FBgn0020618	FBgn0033699	Rack1	RpS11	physical
FBgn0064225	FBgn0285948	RpL5	RpL27A	physical
FBgn0001196	FBgn0003042	His2A	Pc	physical
FBgn0000559	FBgn0004404	eEF2	RpS14b	physical
FBgn0031980	FBgn0039359	RpL36A	RpL27	physical
FBgn0010409	FBgn0040007	RpL18A	RpL38	physical
FBgn0085432	FBgn0262450	pan	mir-312	physical
FBgn0039044	FBgn0266696	p53	Svil	physical
FBgn0032518	FBgn0039857	RpL24	RpL6	physical
FBgn0027494	FBgn0030136	RpS10a	RpS28b	physical
FBgn0010412	FBgn0027494	RpS19a	RpS10a	physical
FBgn0032518	FBgn0046214	RpL24	vig2	physical
FBgn0004403	FBgn0039300	RpS14a	RpS27	physical
FBgn0002626	FBgn0016726	RpL32	RpL29	physical
FBgn0002593	FBgn0014026	RpLP1	RpL7A	physical
FBgn0039044	FBgn0261570	p53	raskol	physical
FBgn0034968	FBgn0261596	RpL12	RpS24	physical
FBgn0003279	FBgn0285949	RpL4	RpL31	physical
FBgn0032987	FBgn0039300	RpL21	RpS27	physical
FBgn0034138	FBgn0046214	RpS15	vig2	physical
FBgn0003942	FBgn0261599	RpS27A	RpS29	physical
FBgn0000100	FBgn0033699	RpLP0	RpS11	physical
FBgn0000002	FBgn0035753	5SrRNA	RpL18	physical
FBgn0046214	FBgn0261602	vig2	RpL8	physical
FBgn0019936	FBgn0261599	RpS20	RpS29	physical
FBgn0000100	FBgn0013325	RpLP0	RpL11	physical
FBgn0039300	FBgn0046214	RpS27	vig2	physical
FBgn0002590	FBgn0061471	RpS5a	5.8SrRNA	physical
FBgn0000002	FBgn0019936	5SrRNA	RpS20	physical
FBgn0017579	FBgn0285948	RpL14	RpL27A	physical
FBgn0004652	FBgn0023097	fru	bon	physical
FBgn0004652	FBgn0023097	fru	bon	physical
FBgn0004652	FBgn0023097	fru	bon	physical
FBgn0004403	FBgn0031980	RpS14a	RpL36A	physical
FBgn0030136	FBgn0033699	RpS28b	RpS11	physical
FBgn0002593	FBgn0015521	RpLP1	RpS21	physical
FBgn0033699	FBgn0285950	RpS11	RpL19	physical
FBgn0010078	FBgn0039300	RpL23	RpS27	physical
FBgn0000002	FBgn0036825	5SrRNA	RpL26	physical
FBgn0011272	FBgn0014026	RpL13	RpL7A	physical
FBgn0010265	FBgn0015756	RpS13	RpL9	physical
FBgn0039857	FBgn0066084	RpL6	RpL41	physical
FBgn0003382	FBgn0262450	sha	mir-312	physical
FBgn0023170	FBgn0039713	RpL39	RpS8	physical
FBgn0003274	FBgn0261592	RpLP2	RpS6	physical
FBgn0003942	FBgn0064225	RpS27A	RpL5	physical
FBgn0028734	FBgn0086656	Fmr1	shrb	physical
FBgn0000559	FBgn0019936	eEF2	RpS20	physical
FBgn0010411	FBgn0024733	RpS18	RpL10	physical
FBgn0014026	FBgn0024733	RpL7A	RpL10	physical
FBgn0037544	FBgn0039044	CG11035	p53	physical
FBgn0010078	FBgn0030136	RpL23	RpS28b	physical
FBgn0023170	FBgn0029785	RpL39	RpL35	physical
FBgn0010408	FBgn0037351	RpS9	RpL13A	physical
FBgn0040007	FBgn0261599	RpL38	RpS29	physical
FBgn0039757	FBgn0285948	RpS7	RpL27A	physical
FBgn0013325	FBgn0039857	RpL11	RpL6	physical
FBgn0010409	FBgn0010411	RpL18A	RpS18	physical
FBgn0002593	FBgn0005533	RpLP1	RpS17	physical
FBgn0003279	FBgn0010412	RpL4	RpS19a	physical
FBgn0010411	FBgn0261608	RpS18	RpL37A	physical
FBgn0032987	FBgn0261602	RpL21	RpL8	physical
FBgn0002626	FBgn0065042	RpL32	2SrRNA	physical
FBgn0032987	FBgn0036825	RpL21	RpL26	physical
FBgn0035753	FBgn0061474	RpL18	28SrRNA	physical
FBgn0030616	FBgn0065042	RpL37-1	2SrRNA	physical
FBgn0005593	FBgn0039300	RpL7	RpS27	physical
FBgn0019936	FBgn0061474	RpS20	28SrRNA	physical
FBgn0011284	FBgn0039359	RpS4	RpL27	physical
FBgn0011284	FBgn0019936	RpS4	RpS20	physical
FBgn0020618	FBgn0037328	Rack1	RpL35A	physical
FBgn0010411	FBgn0034968	RpS18	RpL12	physical
FBgn0019936	FBgn0026372	RpS20	RpL23A	physical
FBgn0039300	FBgn0039757	RpS27	RpS7	physical
FBgn0010198	FBgn0034138	RpS15Aa	RpS15	physical
FBgn0000100	FBgn0034968	RpLP0	RpL12	physical
FBgn0014026	FBgn0046214	RpL7A	vig2	physical
FBgn0035753	FBgn0040007	RpL18	RpL38	physical
FBgn0039406	FBgn0261608	RpL34a	RpL37A	physical
FBgn0002626	FBgn0036213	RpL32	RpL10Ab	physical
FBgn0003274	FBgn0014026	RpLP2	RpL7A	physical
FBgn0016797	FBgn0026192	fz2	par-6	physical
FBgn0039757	FBgn0261597	RpS7	RpS26	physical
FBgn0010408	FBgn0010409	RpS9	RpL18A	physical
FBgn0015521	FBgn0285948	RpS21	RpL27A	physical
FBgn0010198	FBgn0030616	RpS15Aa	RpL37-1	physical
FBgn0020910	FBgn0033699	RpL3	RpS11	physical
FBgn0002579	FBgn0034968	RpL36	RpL12	physical
FBgn0261592	FBgn0261599	RpS6	RpS29	physical
FBgn0010265	FBgn0010412	RpS13	RpS19a	physical
FBgn0000405	FBgn0005624	CycB	Psc	physical
FBgn0000405	FBgn0005624	CycB	Psc	physical
FBgn0000405	FBgn0005624	CycB	Psc	physical
FBgn0000405	FBgn0005624	CycB	Psc	physical
FBgn0000405	FBgn0005624	CycB	Psc	physical
FBgn0000405	FBgn0005624	CycB	Psc	physical
FBgn0002590	FBgn0003274	RpS5a	RpLP2	physical
FBgn0026372	FBgn0033912	RpL23A	RpS23	physical
FBgn0036213	FBgn0066084	RpL10Ab	RpL41	physical
FBgn0004404	FBgn0066084	RpS14b	RpL41	physical
FBgn0000100	FBgn0015288	RpLP0	RpL22	physical
FBgn0027494	FBgn0039713	RpS10a	RpS8	physical
FBgn0030136	FBgn0034138	RpS28b	RpS15	physical
FBgn0039757	FBgn0066084	RpS7	RpL41	physical
FBgn0030616	FBgn0032518	RpL37-1	RpL24	physical
FBgn0014026	FBgn0039857	RpL7A	RpL6	physical
FBgn0010409	FBgn0037328	RpL18A	RpL35A	physical
FBgn0032518	FBgn0064225	RpL24	RpL5	physical
FBgn0003942	FBgn0039757	RpS27A	RpS7	physical
FBgn0004404	FBgn0261596	RpS14b	RpS24	physical
FBgn0034138	FBgn0040007	RpS15	RpL38	physical
FBgn0003279	FBgn0061474	RpL4	28SrRNA	physical
FBgn0010412	FBgn0037351	RpS19a	RpL13A	physical
FBgn0020910	FBgn0028697	RpL3	RpL15	physical
FBgn0019936	FBgn0261592	RpS20	RpS6	physical
FBgn0003942	FBgn0285948	RpS27A	RpL27A	physical
FBgn0046214	FBgn0261592	vig2	RpS6	physical
FBgn0028697	FBgn0031980	RpL15	RpL36A	physical
FBgn0032987	FBgn0285948	RpL21	RpL27A	physical
FBgn0004404	FBgn0039359	RpS14b	RpL27	physical
FBgn0040007	FBgn0086710	RpL38	RpL30	physical
FBgn0004403	FBgn0039359	RpS14a	RpL27	physical
FBgn0035422	FBgn0037328	RpL28	RpL35A	physical
FBgn0030136	FBgn0261599	RpS28b	RpS29	physical
FBgn0002590	FBgn0261602	RpS5a	RpL8	physical
FBgn0017545	FBgn0020910	RpS3A	RpL3	physical
FBgn0029897	FBgn0040007	RpL17	RpL38	physical
FBgn0000147	FBgn0000147	aurA	aurA	physical
FBgn0030136	FBgn0285948	RpS28b	RpL27A	physical
FBgn0017579	FBgn0086710	RpL14	RpL30	physical
FBgn0034743	FBgn0035422	RpS16	RpL28	physical
FBgn0028697	FBgn0035422	RpL15	RpL28	physical
FBgn0061471	FBgn0261592	5.8SrRNA	RpS6	physical
FBgn0002622	FBgn0010411	RpS3	RpS18	physical
FBgn0015756	FBgn0036825	RpL9	RpL26	physical
FBgn0029785	FBgn0033699	RpL35	RpS11	physical
FBgn0034743	FBgn0039300	RpS16	RpS27	physical
FBgn0003942	FBgn0017545	RpS27A	RpS3A	physical
FBgn0015521	FBgn0034138	RpS21	RpS15	physical
FBgn0004867	FBgn0019936	RpS2	RpS20	physical
FBgn0003274	FBgn0261596	RpLP2	RpS24	physical
FBgn0011284	FBgn0013325	RpS4	RpL11	physical
FBgn0010411	FBgn0086710	RpS18	RpL30	physical
FBgn0022382	FBgn0264307	Pka-R2	orb2	physical
FBgn0039857	FBgn0061471	RpL6	5.8SrRNA	physical
FBgn0017545	FBgn0061474	RpS3A	28SrRNA	physical
FBgn0039857	FBgn0261608	RpL6	RpL37A	physical
FBgn0010411	FBgn0036825	RpS18	RpL26	physical
FBgn0030136	FBgn0065042	RpS28b	2SrRNA	physical
FBgn0038834	FBgn0039713	RpS30	RpS8	physical
FBgn0014857	FBgn0026533	His3.3A	Dek	physical
FBgn0014857	FBgn0026533	His3.3A	Dek	physical
FBgn0037351	FBgn0039359	RpL13A	RpL27	physical
FBgn0038194	FBgn0039044	Cyp6d5	p53	physical
FBgn0000559	FBgn0014026	eEF2	RpL7A	physical
FBgn0020618	FBgn0261592	Rack1	RpS6	physical
FBgn0002590	FBgn0285948	RpS5a	RpL27A	physical
FBgn0024733	FBgn0027494	RpL10	RpS10a	physical
FBgn0003517	FBgn0039757	sta	RpS7	physical
FBgn0019936	FBgn0030136	RpS20	RpS28b	physical
FBgn0010408	FBgn0016726	RpS9	RpL29	physical
FBgn0024733	FBgn0061474	RpL10	28SrRNA	physical
FBgn0036825	FBgn0086710	RpL26	RpL30	physical
FBgn0004404	FBgn0011272	RpS14b	RpL13	physical
FBgn0010198	FBgn0039757	RpS15Aa	RpS7	physical
FBgn0004403	FBgn0032518	RpS14a	RpL24	physical
FBgn0061474	FBgn0261602	28SrRNA	RpL8	physical
FBgn0066084	FBgn0261596	RpL41	RpS24	physical
FBgn0016726	FBgn0086710	RpL29	RpL30	physical
FBgn0014026	FBgn0031980	RpL7A	RpL36A	physical
FBgn0010409	FBgn0017579	RpL18A	RpL14	physical
FBgn0017545	FBgn0032987	RpS3A	RpL21	physical
FBgn0087035	FBgn0285991	AGO2	hpRNA:CR18854	physical
FBgn0087035	FBgn0285991	AGO2	hpRNA:CR18854	physical
FBgn0004403	FBgn0033699	RpS14a	RpS11	physical
FBgn0034138	FBgn0285950	RpS15	RpL19	physical
FBgn0020910	FBgn0261597	RpL3	RpS26	physical
FBgn0038607	FBgn0039044	hmw	p53	physical
FBgn0004404	FBgn0010411	RpS14b	RpS18	physical
FBgn0010411	FBgn0039300	RpS18	RpS27	physical
FBgn0000559	FBgn0010078	eEF2	RpL23	physical
FBgn0061475	FBgn0261597	18SrRNA	RpS26	physical
FBgn0036213	FBgn0061471	RpL10Ab	5.8SrRNA	physical
FBgn0010265	FBgn0065042	RpS13	2SrRNA	physical
FBgn0034138	FBgn0034743	RpS15	RpS16	physical
FBgn0030616	FBgn0034968	RpL37-1	RpL12	physical
FBgn0002622	FBgn0023170	RpS3	RpL39	physical
FBgn0000559	FBgn0028697	eEF2	RpL15	physical
FBgn0038745	FBgn0284256	ClpX	bsf	physical
FBgn0002579	FBgn0039757	RpL36	RpS7	physical
FBgn0000002	FBgn0029897	5SrRNA	RpL17	physical
FBgn0011272	FBgn0015521	RpL13	RpS21	physical
FBgn0001226	FBgn0039044	Hsp27	p53	physical
FBgn0039713	FBgn0261608	RpS8	RpL37A	physical
FBgn0030136	FBgn0033912	RpS28b	RpS23	physical
FBgn0016726	FBgn0037328	RpL29	RpL35A	physical
FBgn0000100	FBgn0261596	RpLP0	RpS24	physical
FBgn0004867	FBgn0010411	RpS2	RpS18	physical
FBgn0016726	FBgn0033699	RpL29	RpS11	physical
FBgn0002626	FBgn0004403	RpL32	RpS14a	physical
FBgn0005593	FBgn0086472	RpL7	RpS25	physical
FBgn0013325	FBgn0017545	RpL11	RpS3A	physical
FBgn0003941	FBgn0003942	RpL40	RpS27A	physical
FBgn0034968	FBgn0035753	RpL12	RpL18	physical
FBgn0035753	FBgn0285950	RpL18	RpL19	physical
FBgn0033912	FBgn0086710	RpS23	RpL30	physical
FBgn0023170	FBgn0032518	RpL39	RpL24	physical
FBgn0011272	FBgn0037328	RpL13	RpL35A	physical
FBgn0003716	FBgn0011300	tkv	babo	physical
FBgn0065042	FBgn0285948	2SrRNA	RpL27A	physical
FBgn0015288	FBgn0039300	RpL22	RpS27	physical
FBgn0037351	FBgn0261599	RpL13A	RpS29	physical
FBgn0017545	FBgn0029897	RpS3A	RpL17	physical
FBgn0010198	FBgn0285949	RpS15Aa	RpL31	physical
FBgn0015521	FBgn0035422	RpS21	RpL28	physical
FBgn0023172	FBgn0043854	RhoGEF2	slam	physical
FBgn0002579	FBgn0039300	RpL36	RpS27	physical
FBgn0010198	FBgn0064225	RpS15Aa	RpL5	physical
FBgn0005593	FBgn0034743	RpL7	RpS16	physical
FBgn0026372	FBgn0035422	RpL23A	RpL28	physical
FBgn0004404	FBgn0039406	RpS14b	RpL34a	physical
FBgn0033699	FBgn0285948	RpS11	RpL27A	physical
FBgn0031980	FBgn0261602	RpL36A	RpL8	physical
FBgn0010265	FBgn0034743	RpS13	RpS16	physical
FBgn0001200	FBgn0003042	His4	Pc	physical
FBgn0032518	FBgn0061474	RpL24	28SrRNA	physical
FBgn0015288	FBgn0065042	RpL22	2SrRNA	physical
FBgn0034138	FBgn0039713	RpS15	RpS8	physical
FBgn0019936	FBgn0032518	RpS20	RpL24	physical
FBgn0015756	FBgn0034743	RpL9	RpS16	physical
FBgn0026372	FBgn0261608	RpL23A	RpL37A	physical
FBgn0010078	FBgn0016726	RpL23	RpL29	physical
FBgn0010408	FBgn0064225	RpS9	RpL5	physical
FBgn0035422	FBgn0039857	RpL28	RpL6	physical
FBgn0003279	FBgn0261597	RpL4	RpS26	physical
FBgn0086472	FBgn0261597	RpS25	RpS26	physical
FBgn0032229	FBgn0038745	ClpP	ClpX	physical
FBgn0028697	FBgn0061475	RpL15	18SrRNA	physical
FBgn0029785	FBgn0036213	RpL35	RpL10Ab	physical
FBgn0019936	FBgn0023170	RpS20	RpL39	physical
FBgn0004106	FBgn0250903	Cdk1	lmgA	physical
FBgn0004106	FBgn0250903	Cdk1	lmgA	physical
FBgn0032518	FBgn0039713	RpL24	RpS8	physical
FBgn0020618	FBgn0086472	Rack1	RpS25	physical
FBgn0010198	FBgn0010412	RpS15Aa	RpS19a	physical
FBgn0000559	FBgn0064225	eEF2	RpL5	physical
